,store,address,phone
781,작전1점,"인천광역시 계양구 주부토로 468(작전동, 상가동1층6호)",032-554-8892
782,잠실새마을점,"서울특별시 송파구 백제고분로7길 39, 1층 106호(잠실동,고려빌딩)",02-417-3599
783,장계점,전라북도 장수군 장계면 한들로 81,063-352-8292
784,장기1점,"경기도 김포시 초당로61번길 21, 103호",031-981-2006
785,장기월드점,"경기도 김포시 전원로 32, 116호(장기동, 월드상가)",031-998-9595
786,장락고암점,충청북도 제천시 신죽하로 83-24(장락동),043-644-4578
787,장량점,경상북도 포항시북구 장량로87번길 6-15,054-255-9992
788,장림점,부산광역시 사하구 장림시장4길 63,051-263-8302
789,장미점,서울특별시 송파구 올림픽로35길 104,None
790,장성점,강원도 태백시 장성시장1길 3(장성동),033-581-3236
791,장암주공점,경기도 의정부시 회룡로 223 (장암주공5단지아파트),031-873-8181
792,장양리점,강원도 원주시 소초면 장막1길 7,033-747-3477
793,장위동점,서울특별시 성북구 장월로 90,02-941-9300
794,장유점,경상남도 김해시 장유로312 ,055-312-5197
795,장평점,경상남도 거제시 장평3로4길 24,055-635-3879
796,장항점,충청남도 서천군 장항읍 장항로 125-1,041-956-5282
797,장현점,경기도 남양주시 진접읍 봉현로36번길 12,031-571-7800
798,장호원점,경기도 이천시 장호원읍 샘재로147번길 26,031-641-4170
799,장흥관산점,전라남도 장흥군 관산읍 관산로 119-1,061-867-7970
800,장흥점,전라남도 장흥군 장흥읍 동교3길 8,061-863-8191
801,전곡터미널점,경기도 연천군 전곡읍 온골로 56,031-832-3170
802,전남금산점,전라남도 고흥군 금산면 상하촌길 24-1,061-842-7471
803,전대리점,경기도 용인시처인구 포곡읍 전대로78번길 3-1,031-333-2272
804,전대점,광주광역시 북구 서양로 46,062-251-9222
805,전민점,"대전광역시 유성구 전민로10번길 49(전민동, 1층)",042-862-9962
806,전북지사, ,"
"
807,전하점,울산광역시 동구 전하로 29 (전하동),052-251-7702
808,점동점,경기도 여주시 점동면 청안로 136,031-882-2328
809,정관점,부산광역시 기장군 정관읍모전3길 37,051-728-9992
810,정남점,경기도 화성시 정남면 괘량리 1048-3,None
811,정릉점,서울특별시 성북구 북악산로 858,None
812,정릉행복점,서울특별시 성북구 솔샘로6길 60,02-943-1960
813,정림점,대전광역시 서구 정림로10번길 15-24,042-585-9289
814,정산점,충청남도 청양군 정산면 정현길 65,041-943-2308
815,정선점,강원도 정선군 정선읍 정선로 1352,033-562-1072
816,정읍수성점,전라북도 정읍시 정인1길 70,"
"
817,정자점,"경기도 성남시분당구  황새울로116번길28, 1층(정자동)",031-713-9599
818,정자점(수원),경기도 수원시장안구 장안로 183,None
819,제물포점,인천광역시 미추홀구 장천로112번길 10 1층,032-876-1153
820,제부도점,경기도 화성시 서신면 해안길 240-1,031-357-2938
821,제주동문점,제주특별자치도 제주시 동문로 35-1(일도일동),064-757-3522
822,제주지사, ,"
"
823,제천역전점,충청북도 제천시 내토로 435-1,043-643-1885
824,조암점,경기도 화성시 우정읍 조암서로22번길 21,031-358-6843
825,조양동점,강원도 속초시 동해대로 3998(조양동),033-636-2270
826,조원점,경기도 수원시장안구 조원로89번길 31,031-248-0088
827,조치원2점,"세종특별자치시  조치원읍 새내로 65-1, 1층",044-866-3030
828,조치원3점,세종특별자치시  조치원읍 충현로 159 욱일@상가B07호,044-862-2020
829,종로낙원점,서울특별시 종로구 삼일대로 434-1,02-765-0508
830,주곡리점,경기도 화성시 우정읍 주곡리 564-15,None
831,주공1점,경기도 평택시 평택2로 108 (비전동),None
832,주교점,충청남도 보령시 주교면  올레큰길 385,041-931-7386
833,주덕점,충청북도 충주시 주덕읍 신양로 109,043-845-6421
834,주문진점,강원도 강릉시  주문진읍 주문로 117,033-661-0006
835,주안2동점,인천광역시 미추홀구 경인로326번길 49,032-872-4605
836,주안점,인천광역시 미추홀구 염창로 84-3,032-864-4335
837,주원점,인천광역시 미추홀구 경인로504번길 6-4,032-439-2743
838,주천점,"강원도 영월군 주천면 주천로 88-1, 2층",033-372-2840
839,죽변점,경상북도 울진군 죽변면 죽변북로 59,054-782-3388
840,죽산점,경기도 안성시 죽산면 죽주로 283,031-676-3152
841,죽전점,"경기도 용인시수지구 대지로 62, 104(죽전동)",031-261-9595
842,죽정점,충청남도 보령시 현대로 9,041-936-5293
843,줄포점,전라북도 부안군 줄포면 줄포중앙로 63,063-584-1599
844,중곡1점,"서울특별시 광진구 용마산로7길 20(중곡동, 1층)",02-455-3688
845,중곡2점,서울특별시 광진구 면목로 184 (중곡동),02-468-9658
846,중동1점,경기도 부천시원미구 부일로 340,032-662-6858
847,중리점(대전),대전광역시 대덕구 중리남로 20,042-624-0430
848,중마점,전라남도 광양시 광장로 112-11,061-794-0909
849,중문점,제주특별자치도 서귀포시 천제연로185번 3-1,064-738-8483
850,중산점,경기도 고양시일산동구 탄중로 416 상가 109,031-976-0343
851,중화산동점,"전라북도 전주시완산구 따박골2길 3(중화산동2가, 1층)",063-228-5700
852,중흥리점,충청남도 당진시 송악읍 송악로 685,041-358-0444
853,중흥설악점,경기도 부천시원미구 계남로 196 주공상가 2층,None
854,증산동점,서울특별시 은평구 증산서길 152(증산동),02-304-9346
855,증평점,충청북도 증평군 증평읍 중앙로173,043-838-4015
856,지경리점,강원도 철원군 김화읍 청양로84,033-458-3990
857,지곡점,충청남도 서산시 지곡면 충의로 762-78,041-663-9985
858,지리산온천점,전라남도 구례군 산동면 하관1길 26,061-783-7834
859,지원점,광주광역시 동구 남문로 592,062-228-9292
860,지평점,경기도 양평군 지평면 지평의병로 96,031-773-7125
861,직산부영점,충청남도 천안시서북구 직산읍 군수1길 10 부영아파트상가 107호,041-581-1210
862,직산점,충청남도 천안시서북구 직산읍 봉주로 23,041-583-2077
863,진달래마을점,"경기도 부천시원미구 길주로121번길 18-15, 1층 (상동, 우리프라자)",032-321-6333
864,진달래점,서울특별시 강남구 언주로 313,02-567-9779
865,진량점,경상북도 경산시 진량읍 황제1길 86-25 창신황제상가 203호 ,053-856-9959
866,진보점,경상북도 청송군 진보면 진안리 384-4,054-874-2800
867,진부점,강원도 평창군  진부면 진부중앙로 70,033-335-1442
868,진우점,"강원도 원주시 현충로 272, 101호(태장동)",033-742-8371
869,진잠점,대전광역시 유성구 진잠로66번길 46,042-543-5565
870,진주대곡점,경상남도 진주시 대곡면 진의로1079번길13,055-744-2880
871,진천대곡점,대구광역시 달서구 상화로21길 49,None
872,진천점,"충청북도 진천군 진천읍 문화로 237-18, 101호",043-533-4369
873,진하점,울산광역시 울주군 서생면 깨목길 28,052-238-8182
874,참이슬점,경기도 평택시 참이슬길 16,031-654-9923
875,창녕점,경상남도 창녕군 창녕읍 명덕로 48,055-532-3826
876,창동역점,서울특별시 도봉구 노해로63다길 6 1층 103호,02-900-9297
877,창현점,경기도 남양주시 화도읍 수레로 1234-26,031-595-4560
878,천도리점,강원도 인제군 서화면 천도로94번길 1,033-462-1977
879,천리점,경기도 용인시처인구 이동면 백옥대로 623,031-332-2401
880,천마점,경기도 남양주시 화도읍 멋갓로28번길 39-2,031-594-8852
881,천북점,충청남도 보령시 천북면 하궁길 2,041-641-8292
882,천안3점,충청남도 천안시동남구 봉정로 18,041-572-9930
883,천안4점,충청남도 천안시동남구 중앙로 67,041-569-9415
884,천안7단지점,충청남도 천안시서북구 쌍용11길 57,041-571-1137
885,천안백석점,충청남도 천안시서북구 백석5길 23-1,041-522-7888
886,천안신당점,충청남도 천안시서북구 천안대로 1220,041-553-9445
887,천안신방점,충청남도 천안시동남구 서부대로  257-8,041-575-9292
888,천안청룡점,충청남도 천안시동남구 구성2길 1(구성동),041-562-5608
889,천왕점,서울특별시 구로구 천왕로 56 천왕이펜하우스3단지 상가 1층 102호,02-2685-9592
890,천천2점,경기도 수원시장안구 화산로 57 꽃뫼버들마을진흥아파트,031-298-3141
891,천호점,"서울특별시 강동구 천중로18길 53, 1층 (천호동)",02-476-6188
892,철산2점,경기도 광명시 시청로 75-1,02-2060-7717
893,첨단점,광주광역시 광산구 산월로 64,062-973-9991
894,청당점,충청남도 천안시동남구 청수10길 12,041-622-5522
895,청도점,경상북도 청도군 청도읍 청화로 202-2,None
896,청라2점,인천광역시 서구 청라동  청라루비로144번길 6-6,032-567-8292
897,청라점,충청남도 보령시 청라면 당안길1,041-932-8334
898,청라호수공원점,인천광역시 서구 보석로11번길  12,032-566-9219
899,청량리점,"서울특별시 동대문구 왕산로 247, 1층(청량리동)",02-969-9595
900,청룡동점,"서울특별시 관악구 청룡길 20, 1층(봉천동)",02-876-9294
901,청림점,경상북도 포항시남구 청림서길 29,054-291-7967
902,청북신도시점,경기도 평택시 청북면 안청로 312-23,031-686-8833
903,청북점,경기도 평택시 청북면 현곡2길 3,031-683-3071
904,청양점,충청남도 청양군 청양읍 중앙로 112-1,041-943-0230
905,청일점,강원도 횡성군 청일면 유동로 18,033-344-9288
906,청주용암점,충청북도 청주시상당구 무농정로3번길 36(용암동),043-297-9292
907,청천2점,인천광역시 부평구 청중로 65,032-517-4564
908,청평점,경기도 가평군 청평면 시장중앙로8-6,031-584-1592
909,청풍점,"충청북도 제천시 청풍면 청풍호로58길, 10-16",043-648-0097
910,초가점,"경기도 포천시 소흘읍 검바위길 84, 상가동 1층 112호(상운아파트)",031-543-1800
911,초계점,경상남도 합천군 초계면 초계2길 12-7,None
912,초곡점,경상북도 포항시북구 흥해읍 초곡지구로 174,010-2222-1858
913,초원점,충청남도 아산시 고불로 669,041-549-0009
914,초월점,경기도 광주시 초월읍 경충대로 1043,031-767-4166
915,초지1점,"경기도 안산시단원구 초지2로 67-7, 한양타워 114호",031-402-9979
916,총신대점,서울특별시 동작구 사당로 168,02-588-3581
917,추풍령점,충청북도 영동군 추풍령면 신안로 52-1,043-742-2548
918,축산점,경상북도 영덕군 축산면 축산리 86-18,054-734-0013
919,춘천명동점,강원도 춘천시 금강로 76(조양동),033-253-9566
920,춘천터미널점,강원도 춘천시 공지로 458(근화동),033-253-8490
921,춘천팔호광장점,강원도 춘천시 효자로 154(효자동),033-253-8578
922,충남덕산점,충청남도 예산군 덕산면 봉운로 55,041-338-0707
923,충청지사, ,"
"
924,충효점,경상북도 경주시 충효중앙길 65(충효동),054-771-9964
925,칠곡2점,대구광역시 북구 태암로18길 27,053-323-5515
926,칠금점,"충청북도 충주시 금릉로 45, 109(칠금동, 현대아파트상가동)",043-854-2900
927,칠보점,경기도 수원시권선구 매실로 57 1층 108호(호매실동),031-293-2443
928,칠성점,대구광역시 북구 칠성로15길 8,None
929,침산점,대구광역시 북구 침산남로7길 50-10,None
930,탄방점,대전광역시 서구 탄방로 25,None
931,탄현점,경기도 고양시일산서구 탄현로 74,031-911-9229
932,태백점,강원도 태백시 먹거리길 66,033-553-0155
933,태백주공점,강원도 태백시 감천로 28(황지동),033-553-5619
934,태안점,충청남도 태안군 태안읍 시장2길 42,041-672-4441
935,태장점,강원도 원주시 북원로 2696(태장동),033-742-9192
936,태전동점,경기도 광주시 태봉로 31-3 105호(태전동),031-798-3361
937,태평2점,대전광역시 중구 동서대로 1238,042-534-4455
938,태평상가점,인천광역시 계양구 용종로 14,None
939,태평점,"경기도 성남시수정구 남문로102번길 1(태평동, 1층)",None
940,테스트,16  테스트 테스트,"
"
941,테크노밸리점,충청남도 서산시 성연면 일람리 1123,041-662-6680
942,테크노점,"충청북도 청주시흥덕구 송화로166번길 7-9, 1층 102호",None
943,테크노점(아산),충청남도 아산시 둔포면 아산밸리로 298,041-545-5592
944,토곡점,부산광역시 연제구 과정로265번길 78,None
945,통영1점,"경상남도 통영시 중앙로 255 106호(북신동,동우상가)",055-646-0339
946,통영2점,경상남도 통영시 도천상가안길 60 영생상가나동111호,055-643-4040
947,퇴계동점,"강원도 춘천시 행촌로32번길 5-6, 1층(퇴계동)",033-257-4134
948,퇴계원점(남양주),"경기도 남양주시 퇴계원면 경춘북로520번길 4, 1층2호",031-572-2980
949,퇴계주공점,강원도 춘천시 지석로 74-11 A13(퇴계동),033-262-9298
950,파동점,대구광역시 수성구 파동로 99,None
951,파인힐(공단점),경기도 시흥시 마유로 226 120호,031-319-0084
952,파장2점,"경기도 수원시장안구 파장천로44번길 88, 1층(파장동)",031-251-8944
953,파장점,경기도 수원시장안구 파장로 79,None
954,판암2점,대전광역시 동구 동부로  55-58 6단지상가 101,None
955,팽성점,경기도 평택시 팽성읍 안정쇼핑로 77-2,031-691-6916
956,평내점,경기도 남양주시 경춘로 1302,031-591-3731
957,평리점,대구광역시 서구 서대구로41길 7,053-562-5997
958,평원점,강원도 원주시 평원로 67(평원동),033-748-0567
959,평창점(강원),강원도 평창군  평창읍 평창중앙로 84,033-333-0010
960,평촌3점,경기도 안양시동안구 관평로 227 한가람상가 103호,031-381-7457
961,평촌5점,"경기도 안양시동안구 동안로 2.109(호계동,무궁화진흥아파트상가)",031-381-6777
962,평택1점,"경기도 평택시 중앙로 19(통복동, 2층)",031-654-5474
963,평택법원점,경기도 평택시 평남로 1056 1층,031-658-9282
964,평택지산점,경기도 평택시 지산로 82,031-664-7272
965,평화점,전라북도 전주시완산구 구이로 2077,063-222-9253
966,포남동점,강원도 강릉시  강릉대로527번 15(포남동),033-651-3624
967,포남로얄점,강원도 강릉시  경강로 2265(포남동),033-642-1119
968,포도원점,경기도 안양시동안구 포도원로 6,031-458-8408
969,포승점,경기도 평택시 포승읍 서동대로 1155,031-682-1007
970,포천점,경기도 포천시 중앙로 184,031-535-9588
971,포항장성점,경상북도 포항시북구 성실로 38,054-254-9401
972,포항터미널점,경상북도 포항시남구 중섬로 25(대잠동),054-284-9952
973,풍납점,서울특별시 송파구 풍성로 24(풍납동),02-474-7649
974,풍무2점,"경기도 김포시 풍무로 51, 101호(풍무동)",031-997-8592
975,하남신도시점,경기도 하남시 천현로 73,031-793-7834
976,하남점,광주광역시 광산구 산정로 41,062-956-2050
977,하늘도시점,인천광역시 중구 하늘달빛로 80 ,032-747-1599
978,하당동아점,전라남도 목포시 신흥로45번길 9,061-283-0015
979,하당부영점,전라남도 목포시 삼향천로91번길 26,None
980,하대원점,"경기도 성남시중원구 마지로155번길 25-7(하대원동,1층)",None
981,하대초전점,경상남도 진주시 대신로475번길 15-10 1층(조전동),055-795-1253
982,하동점,경상남도 하동군 하동읍 중앙2길12,055-883-7985
983,하북점,경기도 평택시 진위면 하북4길 3,031-668-0933
984,하성점,경기도 김포시 하성면 애기봉로806번길 67,031-989-1909
985,하소동점,충청북도 제천시 용두대로21길 9(하소동),043-644-4507
986,하안1점,"경기도 광명시 안현로 19(하안동, 단지상가 111호)",02-809-6638
987,하안5점,경기도 광명시 가림로 38,02-899-0119
988,하안7점,경기도 광명시 금당로 11-24,02-803-5789
989,하안9점,경기도 광명시 안현로 51,02-892-6923
990,학다리점,강원도 홍천군  홍천읍 꽃뫼로 120,033-433-6887
991,학성점,강원도 원주시 천사로 164(일산동),033-748-4456
992,학익점,인천광역시 미추홀구 한나루로 465,032-868-0900
993,학장점,부산광역시 사상구 학감대로 129,051-316-9700
994,한대역점,"경기도 안산시상록구 용신로 246, 101호",031-437-3392
995,한림점,제주특별자치도 제주시 한림중앙로 3-1,064-796-7603
996,한솔새롬점,세종특별자치시  새롬북로 13,044-868-9239
997,한신점,인천광역시 서구 서곶로 12 한신종합상가 208호,032-574-9300
998,한아름점,경기도 부천시원미구 부흥로 100,032-325-2629
999,한주점,경기도 의정부시 평화로322번길 18(호원동),031-871-1717
1000,함백점,강원도 정선군  신동읍 함백로 319,033-378-7637
1001,함양점,경상남도 함양군 함양읍 용평길 5,None
1002,함평점,전라남도 함평군 함평읍 광남길 83,061-324-8892
1003,합덕점,충청남도 당진시 합덕읍 합덕시장로 176,041-362-5366
1004,합정동점,서울특별시 마포구 포은로 52(합정동),02-323-8065
1005,해남점,전라남도 해남군 해남읍 중앙1로 98,None
1006,해도점,경상북도 포항시남구 해동로 90,054-275-9936
1007,해미점,충청남도 서산시 해미면 남문5로 4,041-688-9292
1008,해운대좌동주공2,부산광역시 해운대구 좌동순환로 118 주공2단지 분산상가 나-105,051-701-8181
1009,향남점,경기도 화성시 향남읍 향남로 430-16,031-8059-2288
1010,혁신점,"강원도 원주시 건강로 17-3, 101호(반곡동 치악프라자)",None
1011,혁신점(충북),"충청북도 진천군 덕산읍 시가로 46,  113호",043-533-6838
1012,현리점,"경기도 가평군 조종면 현창로 50, 1층",031-585-1015
1013,호계사거리점,경기도 안양시동안구 경수대로507번 13,031-455-6333
1014,호원점,경기도 의정부시 신흥로 119번길 54,031-873-9295
1015,홍도점,대전광역시 동구 홍도로 20,None
1016,홍성2점,충청남도 홍성군 홍성읍 조양로 190,041-633-8148
1017,홍성주공점,충청남도 홍성군 홍성읍 문화로72번길 92,041-633-9284
1018,홍은동점,서울특별시 서대문구 모래내로 364(홍은동),02-394-9454
1019,홍익대점,"서울특별시 마포구 독막로22길 21, 1층101호(창전동)",02-334-4161
1020,홍익점,경기도 안성시 금광면 종합운동장로 132,031-671-1130
1021,화곡1점,"서울특별시 강서구 월정로28길 28, 1층4호 (화곡동)",None
1022,화봉.연암점,울산광역시 북구 송내1길 18(화봉동),052-289-9941
1023,화북점,제주특별자치도 제주시 진동로3길 34,064-725-7272
1024,화서점,경기도 수원시팔달구 팔달로127번길 16-4(화서동),031-253-5522
1025,화성마도점,경기도 화성시 마도면 석교로 171,None
1026,화성시청점,경기도 화성시 남양읍 역골로 3-20 ,031-357-9275
1027,화순점,전라남도 화순군 화순읍 광덕로 142,061-374-5557
1028,화양동점,"서울특별시 광진구 능동로13길 70(화양동, 1층)",02-468-8163
1029,화원점,대구광역시 달성군 화원읍 성암로 16-38,053-643-2777
1030,화천점,강원도 화천군  화천읍 중앙로4 13-10,033-442-9930
1031,환호점,경상북도 포항시북구 삼호로 458,None
1032,황간점,충청북도 영동군 황간면 남성1길 3,None
1033,황성점,경상북도 경주시 용담로92번길 43-4,054-746-1700
1034,황제점,대구광역시 서구 서대구로8길 58,None
1035,회원교방점,경상남도 창원시마산회원구 회원남로 39-1,None
1036,횡성점,강원도 횡성군 횡성읍 태기로 35,033-343-3813
1037,횡성중앙점,"강원도 횡성군 횡성읍 문정로19번길, 13-3",033-343-3371
1038,효가리점,"강원도 동해시  청운로 71(쇄운동, 104)",033-521-8185
1039,효돈점,제주특별자치도 서귀포시 하신상로 29,None
1040,효성1점,인천광역시 계양구 아나지로 173,032-547-8599
1041,효성2점,인천광역시 계양구 안남로 573번길3,032-548-9292
1042,효자점(포항),경상북도 포항시남구 효자로118번길 27,054-252-7800
1043,후곡점,"경기도 고양시일산서구 강선로 140, 107(일산동, 태영상가)",None
1044,후평2동점,"강원도 춘천시 후만로 37, 1층1호(후평동, 주공6단지A)",033-251-9252
1045,후포점,경상북도 울진군 후포면 후포리 623-130,054-787-8575
1046,훼미리점,"서울특별시 송파구 중대로 24(문정동, 훼미리상가125호)",None
1047,휴먼시아점,"서울특별시 금천구 금하로1가길 28 (독산동,지상1층)",02-898-2332
1048,흑석동점,"서울특별시 동작구 흑석로7길 6-1, 1층102호(흑석동)",02-816-6537
1049,흥업점,강원도 원주시 흥업면 남원로 82,033-763-4291
